"","Date","Country","City","Killed","Injured","Description"
"22528",2014-02-17,"Afghanistan","Kapisa",6,0,"A half-dozen Afghans are blown to bits by religious radicals."
"22529",2014-02-17,"Iraq","Baghdad",2,9,"Sunnis bomb a Shia mosque, killing two worshippers."
"22530",2014-02-17,"Iraq","Baghdad",4,15,"Four patrons are pulled into pieces by al-Qaeda bombers."
"22531",2014-02-17,"Somalia","Kismayo",3,0,"Three men are murdered by a pro-Sharia gunmen."
"22532",2014-02-17,"Iraq","Baghdad",10,26,"Sunni car bombers strike a heavily populated Shiite area, taking out ten civilians."
"22533",2014-02-17,"Iraq","Karrada",9,30,"Nine civilians at a market are sectionalized by Jihadi car bombers."
"22534",2014-02-17,"Iraq","Ramadi",3,6,"A suicide car bomber sends three Iraqis to Allah."
"22535",2014-02-17,"Egypt","Alexandria",4,0,"A 6-year-old girl is among a Christian family of four found murdered."
"22536",2014-02-18,"Thailand","Pattani",3,0,"Suspected Muslim 'insurgents' sweep the inside of a pickup truck with gunfire, killing three riders."
"22537",2014-02-18,"Syria","Aleppo",14,0,"A video shows a hardline fundamentalist group executing fourteen people in cold blood."
"22538",2014-02-18,"Iraq","Hillah",35,90,"Thirty-five people are torn to shreds by seven al-Qaeda car bombs."
"22539",2014-02-18,"Nigeria","Borno",1,0,"A guard is killed during a Boko Haram attack on a house."
"22540",2014-02-18,"Iraq","Baghdad",7,18,"A brutal al-Qaeda car bomb at a bus station claims the lives of seven innocents."
"22541",2014-02-18,"Iraq","Baghdad",10,31,"A series of Religion of Peace car bombs in mostly Shia areas leave ten dead."
"22542",2014-02-18,"Philippines","Jolo",1,0,"A farmer is beheaded by Bangsamoro Islamists."
"22543",2014-02-18,"Nigeria","Adamawa",11,0,"Eleven villagers are slaughtered by Boko Haram."
"22544",2014-02-19,"Nigeria","Bama",115,48,"Fifty people at a school are among over 100 'infidels' shot up or burned to death by militants fighting for an Islamic state."
"22545",2014-02-19,"Lebanon","Beirut",12,103,"Two Abdullah Azzam Brigades suicide bombers murder a dozen people outside an orphanage."
"22546",2014-02-19,"Iraq","Dujail",3,20,"A powerful car bomb sends ball bearings through shoppers at a market."
"22547",2014-02-19,"Iraq","Mahmoudiya",6,18,"Six people bleed to death when Jihadis set off a bomb at a vegetable market."
"22548",2014-02-19,"Nigeria","Rapyem",13,0,"Nine children are among thirteen villagers slain in their sleep by Muslim terrorists."
"22549",2014-02-20,"Iraq","Musayyib",22,50,"Sunnis send mortar rounds into a Shiite neighborhood, killing over twenty residents."
"22550",2014-02-20,"Afghanistan","Kabul",1,4,"A suicide bomber takes out a security guard."
"22551",2014-02-20,"Thailand","Yala",1,1,"Muslim terrorists fire on a man and wife, killing the husband."
"22552",2014-02-20,"Syria","Esselame",24,25,"Two dozen people are reduced to pulp by ISIL bombers."
"22553",2014-02-20,"Iraq","Dujail",10,8,"Three al-Qaeda bombs produce ten dead Iraqis."
"22554",2014-02-21,"Somalia","Mogadishu",5,6,"Five Somalis are laid out by a number of Fedayeen suicide bombers."
"22555",2014-02-21,"Pakistan","Sibi",1,0,"The Taliban strap explosives to a 13-year-old boy."
"22556",2014-02-21,"Afghanistan","Sarobi",1,3,"Three suicide bombers manage to kill only one other person."
"22557",2014-02-21,"India","Sopore",1,0,"Islamists murder a civilian."
"22558",2014-02-22,"Pakistan","Barawal",2,0,"A man and woman are shot to death for having 'illicit' sex."
"22559",2014-02-22,"Afghanistan","Laghman",3,5,"A child is among three people killed when fundamentalists fire on a women's clinic."
"22560",2014-02-22,"Thailand","Yala",3,0,"Three Buddhists are gunned down at a shop by militant Muslims."
"22561",2014-02-22,"Pakistan","Buner",3,2,"Three people lose their lives to a Taliban bomb."
"22562",2014-02-22,"Iraq","Ramadi",6,4,"A Fedayeen suicide bomber sends a half-dozen Iraqis to Allah."
"22563",2014-02-22,"Lebanon","Hermel",3,10,"Three people are blown to bits by an al-Nusra suicide bomber."
"22564",2014-02-22,"Iraq","Baqubah",6,4,"A half dozen Iraqis are machine-gunned by militants fighting for an Islamic state."
"22565",2014-02-22,"Iraq","Kirkuk",5,18,"'Insurgents' set off three car bombs in a neighborhood, killing five people."
"22566",2014-02-23,"Iraq","Sadr City",6,21,"A bomb planted at a bicycle market claims the lives of six people."
"22567",2014-02-23,"Pakistan","Karachi",1,3,"A 10-year-old boy is among the victims of a Taliban shooting inside a rival mosque."
"22568",2014-02-23,"Iraq","Baghdad",4,17,"Mujahideen detonate a bomb along a busy street, which takes the lives of four innocents."
"22569",2014-02-23,"Syria","Aleppo",7,0,"Seven Jihadis are killed by a rival suicide bomber."
"22570",2014-02-23,"Iraq","Baiji",7,0,"Muslim militants kill seven Iraqis with automatic weapons fire."
"22571",2014-02-23,"Egypt","Zagazig",1,0,"Religious extremists murder a man on his way home."
"22572",2014-02-23,"Syria","Atmeh",14,50,"Sectarian bombers take out over a dozen people outside a hospital."
"22573",2014-02-23,"Pakistan","Kohat",13,14,"A woman and child are among thirteen who bleed to death following a Religion of Peace shrapnel bombing."
"22574",2014-02-23,"Afghanistan","Kunar",21,3,"Armed fundamentalists assault an Afghan checkpoint, killing twenty-one defenders."
"22575",2014-02-23,"Thailand","Yala",2,0,"An older couple in their 60's are machine-gunned in their own home by a group of fifteen Muslims."
"22576",2014-02-24,"Iraq","Khalidiya",2,3,"Two Iraqis are taken down by al-Qaeda."
"22577",2014-02-24,"Thailand","Yala",1,0,"A 42-year-old man is ambushed and killed by Muslim terrorists."
"22578",2014-02-24,"Libya","Benghazi",7,0,"Seven Christians are shot execution-style by Muslims who first confirmed their identity."
"22579",2014-02-24,"Bangladesh","Mymensingh",1,0,"Jama'atul Mujahideen gun down a cop."
"22580",2014-02-24,"Pakistan","Peshawar",2,13,"A Sunni suicide bomber attacks an Iranian consulate office, killing two guards."
"22581",2014-02-24,"Nigeria","Izge",3,0,"Two women and a man are murdered by Islamic extremists."
"22582",2014-02-24,"Pakistan","Karachi",1,0,"An elderly Shiite is picked off by Sipah-e-Sahaba gunmen."
"22583",2014-02-24,"Thailand","Yala",2,2,"Two attacks by Muslim terrorists leave two dead."
"22584",2014-02-25,"Afghanistan","Tirinkot",9,40,"Nine people are wiped out when a Shahid suicide bomber detonates at a hotel."
"22585",2014-02-25,"Nigeria","Damaturu",59,29,"Islamic extremists burn alive or slit the throats of dozens of students at a school."
"22586",2014-02-25,"Iraq","Meshahda",4,0,"Four Iraqis are kidnapped and executed by al-Qaeda."
"22587",2014-02-25,"Iraq","Baghdad",15,36,"Fifteen innocents at a crowded commercial district are blown to bits by a Mujahideen car bomb."
"22588",2014-02-25,"Iraq","Ramadi",3,18,"A Fedayeen suicide bomber obliterates three souls."
"22589",2014-02-26,"Nigeria","Ayekale",1,3,"A 19-year-old woman is hacked to death inside a church for leaving her Islamic faith.  The pastor and his family are seriously wounded as well."
"22590",2014-02-26,"Turkmenistan","Moqor",3,0,"Three border guards are gunned down by Taliban."
"22591",2014-02-26,"Nigeria","Michika",3,0,"Three catholic nuns are feared dead after their church is torched by Islamists."
"22592",2014-02-26,"Nigeria","Riyom",2,0,"Two family members are shot to death their own home by Boko Haram."
"22593",2014-02-26,"Thailand","Narathiwat",1,1,"Muslim gunmen murder a man and critically injure his wife."
"22594",2014-02-26,"Iraq","Diyala",4,5,"Roadside bombers kill four passengers on a bus."
"22595",2014-02-26,"Iraq","Mosul",4,5,"Four Iraqis are blow to bits by a Fedayeen suicide bomber."
"22596",2014-02-27,"Pakistan","Karachi",2,1,"Sunni gunmen take down a Shiite imam and his son outside their madrassah."
"22597",2014-02-27,"Pakistan","Karachi",1,0,"A prominent Shia scholar is gunned down by Sunni rivals."
"22598",2014-02-27,"Pakistan","Samanabad",1,1,"A seminary teacher is assassinated by rival co-religionists."
"22599",2014-02-27,"Iraq","Sadr City",32,56,"Thirty-two patrons at a used motorbike market in a Shia area are brutally dismantled by Sunni bombers."
"22600",2014-02-27,"Somalia","Mogadishu",10,12,"Ten people are taken out in mid-bite by an al-Shabaab bombing at a restaurant."
"22601",2014-02-27,"Syria","Homs",5,13,"Five people are killed when Sunni militants fire a rocket into a hospital."
"22602",2014-02-27,"Nigeria","Adamawa",37,20,"Boko Haram Islamists burn churches and massacre nearly forty people, including students at a Christian seminary."
"22603",2014-02-27,"Iraq","Baghdad",3,3,"A Shahid suicide bomber sends three Iraqis to Allah."
"22604",2014-02-27,"Iraq","Baghdad",4,13,"A bomb blast in a neighborhood leaves four dead."
"22605",2014-02-27,"Iraq","Sadr City",4,14,"Sunnis plant a bomb on a minibus that kills five Shia."
"22606",2014-02-27,"Iraq","Haditha",7,5,"A Religion of Peace suicide bomber blows up seven people at a house."
"22607",2014-02-27,"Iraq","Tuz Khurmato",2,18,"Jihadis blow up a fish market, killing two patrons."
"22608",2014-02-28,"Pakistan","Miranshah",5,5,"Five people are killed by Muslim terrorists in two bombing and shooting attacks."
"22609",2014-02-28,"Egypt","Mansoura",1,0,"A local cop is murdered by Islamic extremists."
"22610",2014-02-28,"Pakistan","Nazimabad",2,1,"Muslim militant open fire on a group of worshippers at a rival mosque, killing two."
"22611",2014-02-28,"Pakistan","Karachi",1,1,"Sectarian Jihadis pick off a salesman working at a shop."
"22612",2014-02-28,"Iraq","Baqubah",3,1,"Four family members are riddled with machine-gun fire by Mujahideen."
"22613",2014-02-28,"Tanzania","Bondeni",0,2,"A cleric and his son are doused with acid after declining to promote Jihad."
"22614",2014-03-01,"Pakistan","Hotani",1,0,"A woman is murdered by her conservative brother-in-law on suspicion of an affair."
"22615",2014-03-01,"China","Yunnan",33,143,"A group of Muslim terrorists go on a sudden stabbing spree at a train station that leaves over thirty dead."
"22616",2014-03-01,"Iraq","Tuz Khormato",3,10,"Suspected al-Qaeda bombers target a shop, killing three patrons."
"22617",2014-03-01,"Iraq","Balad Ruz",1,6,"A woman is taken out by Jihadi bombers."
"22618",2014-03-01,"Pakistan","Jamrud",12,12,"A young boy is among a dozen killed in two bombing attacks on polio vaccination teams."
"22619",2014-03-01,"Nigeria","Maiduguri",52,60,"Children are 'most affected' by a double suicide bombing at a crowded marketplace that leaves over fifty dead."
"22620",2014-03-01,"Nigeria","Bullumkuttu",7,19,"A Boko Haram car bomb claims seven lives."
"22621",2014-03-01,"Nigeria","Mainok",47,25,"Islamic extremists pour into a village and massacre over forty innocents."
"22622",2014-03-02,"Afghanistan","Nangarhar",2,1,"Two students bleed to death following a bomb attack by fundamentalists."
"22623",2014-03-02,"Syria","Aleppo",10,0,"Ten victims of the ISIL are discovered in a mass grave."
"22624",2014-03-02,"Afghanistan","Logar",4,0,"Two children and two women are killed by a Taliban bomb."
"22625",2014-03-02,"Iraq","Tikrit",2,2,"Two Iraqis are blown up by al-Qaeda."
"22626",2014-03-02,"Nigeria","Mafa",32,48,"Thirty-two villagers are slaughtered by militants fighting for Sharia."
"22627",2014-03-02,"Libya","Benghazi",1,0,"Islamists are suspected of shooting a French engineer to death."
"22628",2014-03-02,"Thailand","Yala",1,1,"A couple of married gardeners are ambushed and killed by Muslim terrorists."
"22629",2014-03-02,"Cameroon","Border",7,0,"Seven people are killed when Nigerian Islamists sneak across the border and open fire."
"22630",2014-03-02,"Iran","Rasht",2,0,"Two homosexuals are executed for the crime of 'perversion'."
"22631",2014-03-03,"Thailand","Yala",1,0,"Muslim terrorists murder a 40-year-old laborer outside a tea shop."
"22632",2014-03-03,"India","Pulwama",2,0,"Muslim terrorists murder two people transporting food."
"22633",2014-03-03,"Iraq","Fallujah",2,2,"Two women are crushed to death by a mortar attack that also injures two children."
"22634",2014-03-03,"Iraq","Hawija",2,6,"al-Qaeda bombers take out two mourners at a funeral."
"22635",2014-03-03,"Nigeria","Jakana",48,14,"Gunmen shouting praises to Allah invade a small village and kill nearly fifty innocents, some by burning."
"22636",2014-03-03,"Pakistan","Islamabad",12,28,"A dozen people are pulled into pieces by a suicide bomber inside a court house."
"22637",2014-03-03,"Pakistan","Landikotal",2,6,"Islamic radicals kill two local soldiers with a roadside bomb and subsequent shooting."
"22638",2014-03-03,"Nigeria","Borno",2,14,"Two local cops are taken down by a Boko Haram bomb."
"22639",2014-03-03,"Yemen","Shabwa",6,14,"An al-Qaeda ambush leaves six local soldiers dead."
"22640",2014-03-04,"Pakistan","Jamrud",2,2,"Two truck drivers lose their lives to Taliban snipers."
"22641",2014-03-04,"Somalia","Barawa",2,0,"A woman and her cousin are beheaded in front of her young children for being Christians."
"22642",2014-03-04,"Afghanistan","Qaisar",7,0,"Sunni hardliners roll up on a checkpoint and machine-gun seven local cops at point-blank range."
"22643",2014-03-04,"Iraq","Samarrah",7,35,"Seven Iraqis are laid out by al-Qaeda gunmen at a city council."
"22644",2014-03-04,"Thailand","Yala",1,1,"A 22-year-old woman is shot to death in front of her husband by 'insurgents'."
"22645",2014-03-04,"Bahrain","Manama",3,0,"Three police are pulverized by a bomb thought to have been planted by Shiite radicals."
"22646",2014-03-04,"Pakistan","Karachi",1,0,"A Shia man is gunned down by Sipah-e-Sahaba."
"22647",2014-03-05,"Syria","Homs",15,12,"Fifteen people are reduced to pulp by a Sunni car bombing."
"22648",2014-03-05,"Pakistan","Hangu",6,8,"Six local soldiers are slain by Ansar-ul-Mujahideen."
"22649",2014-03-05,"Iraq","Ramadi",3,3,"Three Iraqis are dismantled by a Fedayeen suicide bomber."
"22650",2014-03-05,"Iraq","Baghdad",3,10,"Fundamentalists bomb a university, killing three bystanders."
"22651",2014-03-05,"Iraq","Baghdad",8,31,"Sunni bombers strike a Shiite neighborhood, taking out at least eight innocents."
"22652",2014-03-06,"USA","Port Bolivar, TX",2,0,"A Muslim man shoots his lesbian daughter and her lover to death and leaves a copy of the Quran open to a page condemning homosexuality."
"22653",2014-03-06,"Pakistan","Kurram",3,3,"Two women are among three people killed in a Religion of Peace bomb blast."
"22654",2014-03-06,"Syria","Hama",5,20,"Two suicide bombings leave at least five dead."
"22655",2014-03-06,"Nigeria","Riyom",16,10,"Armed Muslims raid a series of Christian villages, burning churches and killing sixteen, including women and four children."
"22656",2014-03-06,"Iraq","Baghdad",4,7,"Jihadis murder four people at a cafe."
"22657",2014-03-06,"Syria","Homs",15,12,"A brutal sectarian car bombing in an Armenian neighborhood leaves fifteen dead."
"22658",2014-03-06,"Iraq","Baghdad",7,17,"Sunni bomber take down seven patrons at an outdoor market frequented by Shias."
"22659",2014-03-06,"Iraq","Kanaan",5,12,"Five people at a billiards hall lose their lives to a Mujahideen bomb blast."
"22660",2014-03-06,"Iraq","Hillah",9,28,"Two al-Qaeda car bombs produce nine dead Iraqis."
"22661",2014-03-06,"Iraq","Iskandariyah",4,10,"Fundamentalist bombers blow up four people at a casino."
"22662",2014-03-06,"Iraq","Meshada",5,14,"Five civilians are blown apart by a terrorist bomb blast."
"22663",2014-03-06,"Iraq","Baghdad",2,11,"A bomb at a restaurant leaves two dead."
"22664",2014-03-07,"Afghanistan","Marjah",5,8,"Sunni hardliners detonate a bomb in a crowded marketplace, killing five shoppers."
"22665",2014-03-07,"Iraq","Tuz Khormatu",4,18,"Jihadis plant a bomb at a market that takes the lives of four innocents."
"22666",2014-03-07,"Iraq","Ramadi",3,4,"Three Iraqis are taken out by a Shahid suicide bomber."
"22667",2014-03-07,"Syria","Aleppo",10,0,"Ten 'enemies of Islam' are lined up and shot on video to the cry of 'Allah Akbar'."
"22668",2014-03-08,"Afghanistan","Taywara",3,0,"Three teachers are kidnapped and murdered by Islamic extremists."
"22669",2014-03-08,"Afghanistan","Nazian",1,6,"The Taliban assassinate a district chief by attaching a bomb to his car."
"22670",2014-03-08,"Yemen","Lawder",2,0,"Two local soldiers are killed when al-Qaeda militants fire an RPG into their base."
"22671",2014-03-08,"Iraq","Baghdad",6,14,"A street packed with shoppers is the target of a suspected al-Qaeda blast that kills at least a half-dozen Iraqis."
"22672",2014-03-08,"Iraq","Ramadi",13,29,"A suicide bombing is among a series of Mujahid attacks that leave nine dead."
"22673",2014-03-08,"Afghanistan","Kajaki",2,0,"Two civilians are disintegrated by a Taliban bomb."
"22674",2014-03-09,"Afghanistan","Musa Qala",7,8,"Three women and two children are among a family of seven reduced to a bloody mess by Taliban bombers."
"22675",2014-03-09,"Thailand","Narathiwat",1,0,"'Insurgents' fire two shots into the head of a man laying eel traps."
"22676",2014-03-09,"Thailand","Pattani",1,0,"A Buddhist fisherman is shot to death by suspected militants."
"22677",2014-03-09,"Iraq","Tuz Khurmatu",3,7,"'Insurgents' fire on oil company workers, killing three."
"22678",2014-03-09,"Iraq","Abu Ghraib",4,0,"Suspected al-Qaeda roll up on a check point and machine-gun four policemen."
"22679",2014-03-09,"Iraq","Hillah",45,157,"Over forty people are aerated by a suicide bomber with a shrapnel-packed minibus."
"22680",2014-03-09,"Thailand","Pattani",4,3,"Runda Kumpulan Kecil gunmen open fire on a Buddhist village, killing four residents."
"22681",2014-03-10,"Pakistan","Islamabad",1,2,"Sectarian Jihadi gunmen pick off a rival cleric."
"22682",2014-03-10,"Afghanistan","Herat",2,7,"Hardline fundamentalists detonate a motorcycle shrapnel bomb that sends two local to Allah."
"22683",2014-03-10,"Pakistan","Peshawar",1,0,"Sunni snipers pick off a Shiite outside his house."
"22684",2014-03-10,"Iraq","Muqdadiya",1,0,"A mosque preacher is picked off on his way home by rivals."
"22685",2014-03-10,"Iraq","Baqubah",2,4,"A child and an old man are exterminated by Mujahideen bombers."
"22686",2014-03-11,"Turkey","Istanbul",2,0,"A woman is honor killed in court by her own son for seeking a divorce (a bystander is also killed)."
"22687",2014-03-11,"Pakistan","Dera Ismail Khan",2,0,"Two people are killed when Islamists fire on a team trying to vaccinate children against polio."
"22688",2014-03-11,"Iraq","Qamishli",7,15,"Four women are among seven Kurds killed by three suicide bombers."
"22689",2014-03-11,"Afghanistan","Kabul",1,0,"A European journalist is assassinated by religious radicals from Fidai Mahaz."
"22690",2014-03-11,"Syria","Jarabulus",22,0,"Islamists with knives execute twenty-two people in cold blood while shouting praises to Allah."
"22691",2014-03-11,"Iraq","Baqubah",2,8,"Two people at a mosque are blown to bits by Religion of Peace rivals."
"22692",2014-03-11,"Iraq","Samarrah",2,0,"A woman and her child are disassembled by Mujahid bombers."
"22693",2014-03-12,"Afghanistan","Faryab",3,0,"Three election workers are murdered by Taliban fundamentalists."
"22694",2014-03-12,"Iraq","Aziria",4,5,"A Shahid suicide car bomber takes out four Iraqis."
"22695",2014-03-13,"Kenya","Mandera",2,0,"A young woman closing her shop is among two people shot to death by al-Shabaab."
"22696",2014-03-13,"Egypt","Cairo",1,3,"Islamists open fire at a bus stop, killing a guard."
"22697",2014-03-13,"Thailand","Narathiwat",1,0,"A 45-year-old rubber tapper is gunned down by Muslim terrorists."
"22698",2014-03-13,"Iraq","Mosul",1,3,"One other person loses their lives to a suicide car bomber."
"22699",2014-03-13,"Iraq","Rawa",18,18,"Mujahid bombers sectionalize eighteen members of a wedding party."
"22700",2014-03-13,"Pakistan","Shabqadar",2,0,"A Sikh man and his employee are murdered in a targeted attack on him."
"22701",2014-03-13,"Iraq","Rawa",4,3,"Four people on a bridge are sent to the great beyond by a Fedayeen suicide bomber."
"22702",2014-03-14,"Nigeria","Maiduguri",8,12,"At least eight civilians die during a sustained assault by Boko Haram."
"22703",2014-03-14,"Somalia","Hiraan",10,23,"An al-Shabaab assault on a small town leaves ten dead."
"22704",2014-03-14,"Nigeria","Kayamla",20,0,"Islamists stop commercial vehicles at random on a highway and murder the passengers."
"22705",2014-03-14,"Pakistan","Quetta",11,42,"Ahrarul Hind terrorists blown eleven people to bits to 'bring about Islamic Sharia'."
"22706",2014-03-14,"Pakistan","Peshawar",10,45,"A Fedayeen suicide bomber detonates at gas station, incinerating ten souls, including two women."
"22707",2014-03-14,"Afghanistan","Helmand",6,0,"Two children and two women are among a family of six obliterated by Religion of Peace bombers."
"22708",2014-03-14,"Iraq","Baghdad",5,16,"Five patrons at a market are aerated by a shrapnel bomb blast."
"22709",2014-03-14,"Iraq","Anbar",3,6,"Three Iraqis are taken out by a Fedayeen suicide bomber."
"22710",2014-03-14,"Thailand","Pattani",1,0,"Muslim shoot a Buddhist teacher and then set her body on fire."
"22711",2014-03-15,"Libya","Benghazi",1,0,"A Christian dies two weeks after being shot in the head by Ansar al-Sharia."
"22712",2014-03-15,"Iraq","Baqubah",2,0,"An elderly woman is among two people take out by Jihadi snipers."
"22713",2014-03-15,"Iraq","Baghdad",15,50,"Sunnis murder fifteen Shiites with three car bomb blasts."
"22714",2014-03-15,"Iraq","Baghdad",3,6,"A bomb placed at a restaurant kills three patrons."
"22715",2014-03-15,"Nigeria","Chenshyi",150,48,"A pastor and his family are among over 150 people 'shot, burned and hacked' by Muslim herdsmen in attacks on three Christian villages."
"22716",2014-03-15,"Egypt","Cairo",6,0,"Islamists machine-gun six off-duty soldiers."
"22717",2014-03-15,"Egypt","Minya",1,0,"Muslim extremists shoot a Christian in the head."
"22718",2014-03-15,"Somalia","Mogadishu",0,2,"A suicide bomber suffers premature detonation outside a hotel."
"22719",2014-03-16,"Nigeria","Pela Birni",2,0,"Boko Haram attack a Christian village, torch a church and murder two people."
"22720",2014-03-16,"Nigeria","Taraba",35,0,"Thirty-five people are reported dead following a Fulani attack on a Catholic church and village."
"22721",2014-03-16,"Iraq","Mosul",3,5,"A Shahid suicide bomber takes out three bombers."
"22722",2014-03-16,"Iraq","Sammarah",4,6,"al-Qaeda gunmen attack a family home and murder four occupants."
"22723",2014-03-16,"Lebanon","Nabi Othman",4,12,"A married couple are among four people pulled apart by an al-Nusra suicide car bombing."
"22724",2014-03-17,"China","Xinjiang",1,0,"A local cop is stabbed by a Uighur militant."
"22725",2014-03-17,"Somalia","Yalho",1,3,"A man bleeds to death following an al-Shabaab bombing."
"22726",2014-03-17,"Syria","Homs",6,20,"Women and children are among six people cut down by sectarian car bombers."
"22727",2014-03-17,"Libya","Benghazi",10,23,"Ten people are injured in a car bomb blast staged by Islamic extremists."
"22728",2014-03-17,"Afghanistan","Herat",2,0,"A judge and his bodyguard are gunned down by Taliban."
"22729",2014-03-17,"Pakistan","Karachi",1,0,"A doctor belonging to a minority religious community is brought down at his clinic by sectarian gunmen."
"22730",2014-03-17,"Iraq","Saladin",4,2,"At least one child is among four women blown up in their own home by al-Qaeda."
"22731",2014-03-17,"Pakistan","Gara Mehraban",2,0,"A father and son are shot to death by Islamist 'insurgents'."
"22732",2014-03-17,"Somalia","Alamada",7,0,"al-Shabaab claims credit for a suicide car bombing that leaves seven dead."
"22733",2014-03-17,"Thailand","Yala",1,0,"The 65-year-old Buddhist owner of a gas station is shot and set on fire by militant Muslims."
"22734",2014-03-17,"Iraq","Ramadi",1,4,"A suicide bomber detonates on a city street, taking one other soul with him."
"22735",2014-03-17,"Somalia","Bulobarde",21,20,"Two dozen people are killed when a suicide bomber plows an explosives-laden car into a hotel in the middle of the night."
"22736",2014-03-18,"Thailand","Pattani",1,1,"A bomb targeting teachers kills one of their guards."
"22737",2014-03-18,"Iraq","Hillah",3,13,"Two car bombings at a restaurant and bus stop claim the lives of three Iraqis."
"22738",2014-03-18,"Thailand","Pattani",2,0,"A construction worker and his 3-year-old son are shot to death by suspected 'insurgents'."
"22739",2014-03-18,"Iraq","Karbala",3,16,"Sunnis set off a bomb blast among a group of shops in a Shia city, sending at least three innocents to Allah."
"22740",2014-03-18,"Iraq","Ramadi",4,0,"Four local soldiers are ambushed and killed by suspected al-Qaeda."
"22741",2014-03-18,"Afghanistan","Maimana",16,20,"Sixteen people at a market are disassembled by a Shahid suicide bomber with a rickshaw."
"22742",2014-03-18,"Iraq","Baghdad",10,47,"Mujahid murder at least ten Iraqis with seven car bombs."
"22743",2014-03-18,"Lebanon","Fanar",1,0,"A man is stabbed to death in a brutal sectarian attack."
"22744",2014-03-18,"Yemen","Aden",1,12,"A suicide bomber kills one other person."
"22745",2014-03-19,"Pakistan","Talib Jan",4,2,"A Taliban bomb explodes early killing four women and a child belonging to the family of the militant."
"22746",2014-03-19,"Iraq","Samarra",11,11,"Women and children are among eleven people aerated by a shrapnel blast."
"22747",2014-03-19,"Iraq","Samarra",3,0,"al-Qaeda members behead a woman and her sons."
"22748",2014-03-19,"Iraq","Mosul",2,0,"Two Shabek religious minorities lose their lives to Religion of Peace gunmen."
"22749",2014-03-19,"Iraq","Mosul",1,0,"A cleric who preached peace is quickly shot to death by terrorists."
"22750",2014-03-19,"Iraq","Jurf al-Sakhar",3,13,"Three Iraqis are slain by Mujahideen."
"22751",2014-03-19,"Iraq","Baghdad",13,40,"Thirteen people at a cafe are torn to shreds by a Shahid suicide bomber."
"22752",2014-03-20,"Afghanistan","Jalalabad",11,22,"A Fedayeen suicide assault on a police station leaves eleven dead."
"22753",2014-03-20,"Pakistan","Shikarpur",2,0,"A religious council orders the death of two girls for the crime of marrying by choice."
"22754",2014-03-20,"Nigeria","Ngurosoye",32,60,"At least thirty people are murdered when Islamists toss grenades into a fish market."
"22755",2014-03-20,"Afghanistan","Kabul",9,6,"Two young girls are among nine people shot to death when teenage Taliban storm a hotel."
"22756",2014-03-20,"Iraq","Hawija",2,0,"Militants fighting for an Islamic state pull a man and his son from their home and murder them."
"22757",2014-03-20,"Iraq","Ramadi",14,18,"Terrorists blow up a house with twenty Iraqi policemen inside, killing fourteen."
"22758",2014-03-20,"Turkey","Ulukisla",3,0,"Jihadists attack and kill three security personnel."
"22759",2014-03-21,"Iraq","Ramadi",13,37,"An al-Qaeda suicide bomber detonates in the middle of a packed funeral, ripping the lives out of thirteen more people."
"22760",2014-03-21,"Afghanistan","Kandahar",3,7,"Fundamentalists bomb a Persian New Years ceremony, killing three participants."
"22761",2014-03-21,"Iraq","Injan",9,15,"A suicide car bomber disintegrates nine Iraqis."
"22762",2014-03-21,"Pakistan","Quetta",2,0,"Two men are gunned down by sectarian rivals."
"22763",2014-03-21,"Iraq","Samarrah",8,13,"Sunni terrorists throw grenades into a police station, killing eight offers."
"22764",2014-03-22,"Pakistan","Pind Dadan Khan",2,0,"A man acquitted of a blasphemy accusation is shot to death along with a companion."
"22765",2014-03-22,"Iraq","Tikrit",7,18,"Seven people are torn to shreds by a Mujahid double bombing."
"22766",2014-03-22,"Iraq","Baqubah",3,12,"A suicide bomber takes out three souls."
"22767",2014-03-22,"Thailand","Pattani",1,1,"Muslim terrorists shoot two villagers."
"22768",2014-03-23,"Syria","Kessab",80,0,"al-Nusra and Ansar al-Sham overrun a Christian village and massacre eighty residents, mostly elderly.  Thirteen were beheaded."
"22769",2014-03-23,"Kenya","Mombasa",6,17,"Six people are shot to death when gunmen burst into a church and begin firing - after shouting 'Allah Akbar'."
"22770",2014-03-23,"Iraq","Abu Ghraib",1,0,"al-Qaeda militants gun down a man outside his house."
"22771",2014-03-23,"Iraq","Tikrit",3,10,"Three civilians are laid out by a Religion of Peace shrapnel blast."
"22772",2014-03-23,"Nigeria","Gbajimba",36,10,"Muslim raiders massacre three-dozen villagers and burn churches."
"22773",2014-03-23,"Iraq","Buhriz",33,0,"Thirty-three people, including women, are executed by Shiite militia."
"22774",2014-03-24,"Pakistan","Balochistan",1,0,"Jeish al-Adl kill at least one abducted Iranian border guard."
"22775",2014-03-24,"Nigeria","Zaragajiri",5,0,"Islamists attack a village, kill five resident and burn many homes."
"22776",2014-03-24,"Yemen","Hadramout",24,1,"A vicious al-Qaeda attack on a local military barracks leaves two dozen dead."
"22777",2014-03-24,"Pakistan","Daudzai",1,0,"A female polio worker is kidnapped, tortured and murdered."
"22778",2014-03-24,"Iraq","Mosul",11,9,"A series of Mujahideen attacks leaves eleven dead."
"22779",2014-03-24,"Iraq","Hawija",3,2,"Three Iraqis are machine-gunned by al-Qaeda."
"22780",2014-03-25,"Afghanistan","Kabul",5,8,"At least five innocents are cut down by a Shahid suicide assault on an election office."
